1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_64_CCA_EA76_1_CE40000_0_0_0        |  11302H SID 0xcca                                 |  CCA_EA76_1_CE40000=--------                             |  11302h sid 0xcca=--------
1_0_64_CD1_EA76_1_CE40000_0_0_0        |  11302H SID 0xcd1                                 |  CD1_EA76_1_CE40000=--------                             |  11302h sid 0xcd1=--------
1_0_64_CD2_EA76_1_CE40000_0_0_0        |  11302H SID 0xcd2                                 |  CD2_EA76_1_CE40000=--------                             |  11302h sid 0xcd2=--------
1_0_64_CD3_EA76_1_CE40000_0_0_0        |  11302H SID 0xcd3                                 |  CD3_EA76_1_CE40000=--------                             |  11302h sid 0xcd3=--------
1_0_64_CD4_EA76_1_CE40000_0_0_0        |  11302H SID 0xcd4                                 |  CD4_EA76_1_CE40000=--------                             |  11302h sid 0xcd4=--------
1_0_64_FFFE_EA76_1_CE40000_0_0_0       |  11302H SID 0xfffe                                |  FFFE_EA76_1_CE40000=--------                            |  11302h sid 0xfffe=--------
1_0_1_1_259_13E_820000_0_0_0           |  11317V                                           |  1_259_13E_820000=--------                               |  11317v=--------
1_0_1_1_32_0_D7AAC4D_0_0_0             |  11341V SID 0x01                                  |  1_32_0_D7AAC4D=--------                                 |  11341v sid 0x01=reuters
1_0_64_CE5_EA77_0_CE42C53_0_0_0        |  11347H SID 0xce5                                 |  CE5_EA77_0_CE42C53=--------                             |  11347h sid 0xce5=--------
1_0_64_CE6_EA77_0_CE42C53_0_0_0        |  11347H SID 0xce6                                 |  CE6_EA77_0_CE42C53=--------                             |  11347h sid 0xce6=--------
1_0_64_CE7_EA77_0_CE42C53_0_0_0        |  11347H SID 0xce7                                 |  CE7_EA77_0_CE42C53=--------                             |  11347h sid 0xce7=--------
1_0_64_CE8_EA77_0_CE42C53_0_0_0        |  11347H SID 0xce8                                 |  CE8_EA77_0_CE42C53=--------                             |  11347h sid 0xce8=--------
1_0_64_CE9_EA77_0_CE42C53_0_0_0        |  11347H SID 0xce9                                 |  CE9_EA77_0_CE42C53=--------                             |  11347h sid 0xce9=--------
1_0_64_CEA_EA77_0_CE42C53_0_0_0        |  11347H SID 0xcea                                 |  CEA_EA77_0_CE42C53=--------                             |  11347h sid 0xcea=--------
1_0_64_CEC_EA77_0_CE42C53_0_0_0        |  11347H SID 0xcec                                 |  CEC_EA77_0_CE42C53=--------                             |  11347h sid 0xcec=--------
1_0_64_FFFE_EA77_0_CE42C53_0_0_0       |  11347H SID 0xfffe                                |  FFFE_EA77_0_CE42C53=--------                            |  11347h sid 0xfffe=--------
1_0_64_DC0_EA79_1_CE40000_0_0_0        |  11382H SID 0xdc0                                 |  DC0_EA79_1_CE40000=--------                             |  11382h sid 0xdc0=--------
1_0_64_DC1_EA79_1_CE40000_0_0_0        |  11382H SID 0xdc1                                 |  DC1_EA79_1_CE40000=--------                             |  11382h sid 0xdc1=--------
1_0_64_DC2_EA79_1_CE40000_0_0_0        |  11382H SID 0xdc2                                 |  DC2_EA79_1_CE40000=--------                             |  11382h sid 0xdc2=--------
1_0_64_DC3_EA79_1_CE40000_0_0_0        |  11382H SID 0xdc3                                 |  DC3_EA79_1_CE40000=--------                             |  11382h sid 0xdc3=--------
1_0_64_DC4_EA79_1_CE40000_0_0_0        |  11382H SID 0xdc4                                 |  DC4_EA79_1_CE40000=--------                             |  11382h sid 0xdc4=--------
1_0_64_DCB_EA79_1_CE40000_0_0_0        |  11382H SID 0xdcb                                 |  DCB_EA79_1_CE40000=--------                             |  11382h sid 0xdcb=--------
1_0_64_DCC_EA79_1_CE40000_0_0_0        |  11382H SID 0xdcc                                 |  DCC_EA79_1_CE40000=--------                             |  11382h sid 0xdcc=--------
1_0_64_DCD_EA79_1_CE40000_0_0_0        |  11382H SID 0xdcd                                 |  DCD_EA79_1_CE40000=--------                             |  11382h sid 0xdcd=--------
1_0_64_DCE_EA79_1_CE40000_0_0_0        |  11382H SID 0xdce                                 |  DCE_EA79_1_CE40000=--------                             |  11382h sid 0xdce=--------
1_0_64_FFFE_EA79_1_CE40000_0_0_0       |  11382H SID 0xfffe                                |  FFFE_EA79_1_CE40000=--------                            |  11382h sid 0xfffe=--------
1_0_2_37C8_44C_13E_820000_0_0_0        |  11411H SID 0x37c8                                |  37C8_44C_13E_820000=--------                            |  11411h sid 0x37c8=--------
1_0_64_1_202_0_CB72CCC_0_0_0           |  11468H SID 0x01                                  |  1_202_0_CB72CCC=--------                                |  11468h sid 0x01=--------
1_0_1_47E_1_1_A0318A_0_0_0             |  1150 Torun SuperNova                             |  47E_1_1_A0318A=--------                                 |  1150 torun supernova=radiosupernova
1_0_64_709_EA7C_0_CE4ACEE_0_0_0        |  11502V SID 0x709                                 |  709_EA7C_0_CE4ACEE=--------                             |  11502v sid 0x709=--------
1_0_64_FFFE_EA7C_0_CE4ACEE_0_0_0       |  11502V SID 0xfffe                                |  FFFE_EA7C_0_CE4ACEE=--------                            |  11502v sid 0xfffe=--------
1_0_1_1_1_0_1862CF6_0_0_0              |  11510H SID 0x01                                  |  1_1_0_1862CF6=--------                                  |  11510h sid 0x01=--------
1_0_19_1_0_0_822D46_0_0_0              |  11590H                                           |  1_0_0_822D46=--------                                   |  11590h=--------
1_0_1_1_1_0_1682D4E_0_0_0              |  11598H SID 0x01                                  |  1_1_0_1682D4E=--------                                  |  11598h sid 0x01=--------
1_0_2_3E8_1_0_D72D4F_0_0_0             |  11599H SID 0x3e8                                 |  3E8_1_0_D72D4F=mfmradio                                 |  11599h sid 0x3e8=--------
1_0_2_7D0_1_0_D72D4F_0_0_0             |  11599H SID 0x7d0                                 |  7D0_1_0_D72D4F=mfmradio                                 |  11599h sid 0x7d0=--------
1_0_1_1_1_0_1F42D5E_0_0_0              |  11614H SID 0x01                                  |  1_1_0_1F42D5E=--------                                  |  11614h sid 0x01=--------
1_0_1_1_0_0_82AD67_0_0_0               |  11623V                                           |  1_0_0_82AD67=--------                                   |  11623v=--------
1_0_1_1_3D54_13E_820000_0_0_0          |  11642H                                           |  1_3D54_13E_820000=--------                              |  11642h=--------
1_0_64_515_EA63_0_CE42D85_0_0_0        |  11653H SID 0x515                                 |  515_EA63_0_CE42D85=--------                             |  11653h sid 0x515=--------
